resource_name,asset_name,file_size,title,subject,description,contributor,period_date,digital_format,url_for_file,geo_coord_UTM,verified_gps_coords,resource_number,year,geo_coord_original,paper_page_number,Index Number,Volume,Title,Notes,description2,address
00001781.pdf,William ' Bill' Mathews taken in front of UPEC building on E. 14th St.,215.19 KB,William ' Bill' Mathews taken in front of UPEC building on E. 14th St.,,William ' Bill' Mathews taken in front of UPEC building on E. 14th St.,Barbara Mathews Brooks,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6895/0,,,1781,1940,10D924,12,01781,Vol. 45,William ' Bill' Mathews taken in front of UPEC building on E. 14th St.,,,
00001782.pdf,Manuel Mathews,347.65 KB,Manuel Mathews,,Manuel Mathews.,Barbara Mathews Brooks,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6896/0,,,,,,,01782,Vol. 45,Manuel Mathews,,,
00001783.pdf,"Wedding of grandparents. John Enos, Alice Mary Enoa Mathews, John Mathews",231.03 KB,"Wedding of grandparents. John Enos, Alice Mary Enoa Mathews, John Mathews",,"Wedding of grandparents. John Enos, Alice Mary Enoa Mathews, John Mathews.",Barbara Mathews Brooks,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6897/0,,,,,,,01783,Vol. 45,"Wedding of grandparents. John Enos, Alice Mary Enoa Mathews, John Mathews",,,
00001784.pdf,William ' Bill' Mathews,279.36 KB,William ' Bill' Mathews,,William ' Bill' Mathews.,Barbara Mathews Brooks,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6898/0,,,,,,,01784,Vol. 45,William ' Bill' Mathews,,,
00001785.pdf,Looking from T. P. Cary Home to Estudillo. San Jose and Estudillo Avenue,418.64 KB,Looking from T. P. Cary Home to Estudillo. San Jose and Estudillo Avenue,,Looking from T. P. Cary Home to Estudillo. San Jose and Estudillo Avenue.,"Lucy Cochrell, granddaughter of T.P. Cary",,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6899/0,,,1785,1920,16E124,9,01785,Vol. 45,Looking from T. P. Cary Home to Estudillo. San Jose and Estudillo Avenue,,,
00001786.pdf,"Four young ladies, two young men, bicyclists",145.67 KB,"Four young ladies, two young men, bicyclists",,"Number 3, A.B. Cary, number 6 a Huff daughter. Huff daughter lived in one of the large homes in the 80's where the fire station is now.",Lucy Cochrell,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6900/0,,,1786,1880,16E124,28,01786,Vol. 45,"Four young ladies, 2 young men, bicyclists",,"Four young ladies, 2 young men, bicyclists",
00001787.pdf,"Cary Ranch, San Jose and Estudillo, January 1889",204.99 KB,"Cary Ranch, San Jose and Estudillo, January 1889",,"Cary Ranch, San Jose and Estudillo, January 1889.",Lucy Cochrell,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6901/0,,,,1889,,,01787,Vol. 45,"Cary Ranch, San Jose and Estudillo, January 1889",,,
00001788.pdf,"Home of T. P. Cary, Built 1878, Razed in 1926.",371.49 KB,"Home of T. P. Cary, Built 1878, Razed in 1926.",,Stood where San Jose Street intersects Estudillo.,Lucy Cochrell,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6902/0,,,1788,1880,16E124,14,01788,Vol. 45,"Home of T. P. Cary, Built 1878, Razed in 1926.",,,
00001789.pdf,"Cherry Orchard, Estudillo Estates",401.17 KB,"Cherry Orchard, Estudillo Estates",,"Cherry Orchard, Estudillo Estates.",Lucy Cochrell,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6903/0,,,,,,,01789,Vol. 45,"Cherry Orchard, Estudillo Estates",,,
00001790.pdf,"Estudillo Avenue with Horses, Wagon and Driver, Beautiful Locust Trees",308.01 KB,"Estudillo Avenue with Horses, Wagon and Driver, Beautiful Locust Trees",,"Estudillo Avenue with Horses, Wagon and Driver, Beautiful Locust Trees.",Lucy Cochrell,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6904/0,,,,,,,01790,Vol. 45,"Estudillo Avenue with Horses, Wagon and Driver, Beautiful Locust Trees",,,
00001791.pdf,"A. B. Cary Home, Built 1889, Razed September 1971.",233.04 KB,"A. B. Cary Home, Built 1889, Razed September 1971.",,Later Jones home. Located on Estudillo Ave.,Lucy Cochrell,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6905/0,,,,1971,,,01791,Vol. 45,"A. B. Cary Home, Built 1889, Razed September 1971.",,,
00001792.pdf,T. P. Cary and Daughter,277.46 KB,T. P. Cary and Daughter,,Located where San Jose intersects Estudillo. Daughter L.C. Walrath lived with T.P. Cary in family home.,Lucy Cochrell,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6906/0,,,1792,1910,16E422,31,01792,Vol. 45,"T. P. Cary and Daughter (Mrs L. C. Walrath), in front of their home in car",,"T. P. Cary and Daughter (Mrs L. C. Walrath), in front of their home in car",
00001793.pdf,Mr. A. B. Cary,173.65 KB,Mr. A. B. Cary,,Mr. A.B. Cary.,Lucy Cochrell,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6907/0,,,,,,,01793,Vol. 45,Mr. A. B. Cary,,,
00001795.pdf,"Branding Iron of Vicente Peralta, June 13, 1856, Recorded in Martinez County Seat",209.41 KB,"Branding Iron of Vicente Peralta, June 13, 1856, Recorded in Martinez County Seat",,"Branding Iron of Vicente Peralta, June 13, 1856, Recorded in Martinez County Seat.",Mrs. Frank Toner,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6908/0,,,,1856,,,01795,Vol. 45,"Branding Iron of Vicente Peralta, June 13, 1856, Recorded in Martinez County Seat",,,
00001796.pdf,Branding Irons of Ygnacio Peralta,232.56 KB,Branding Irons of Ygnacio Peralta,,Branding Irons of Ygnacio Peralta.,Mrs. Frank Toner,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6909/0,,,,,,,01796,Vol. 45,Branding Irons of Ygnacio Peralta,,,
00001797.pdf,"Judge William R. Geary, Candidate for Representative in Congress from the Sixth District, Alameda County.",358.49 KB,"Judge William R. Geary, Candidate for Representative in Congress from the Sixth District, Alameda County.",,"Published in San Leandro Standard, August 1914.",Mrs. Madeline (Enos) Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6910/0,,,,1914,,,01797,Vol. 45,"Judge William R. Geary, Candidate for Representative in Congress from the Sixth District, Alameda County. Published in San Leandro Standard, August 1914",,"Judge William R. Geary, Candidate for Representative in Congress from the Sixth District, Alameda County. Published in San Leandro Standard, August 1914",
00001798.pdf,"Political Article ' Endorse Geary', Published in San Leandro Standard, August 1914",364.68 KB,"Political Article ' Endorse Geary', Published in San Leandro Standard, August 1914",,"Political Article ' Endorse Geary', Published in San Leandro Standard, August 1914.",Mrs. Madeline (Enos) Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6911/0,,,,1914,,,01798,Vol. 45,"Political Article ' Endorse Geary', Published in San Leandro Standard, August 1914",,,
00001799.pdf,Firefighting Equipment Purchased by San Leandro City Trustees in 1913.,435.90 KB,Firefighting Equipment Purchased by San Leandro City Trustees in 1913.,,"$6,000 auto combination chemical engine and hose wagon. Published in San Leandro Standard August 1914.",Mrs. Madeline (Enos) Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6912/0,,,,1914,,,01799,Vol. 45,Firefighting Equipment Purchased by San Leandro City Trustees in 1913. ,,Firefighting Equipment Purchased by San Leandro City Trustees in 1913. ,
00001800.pdf,San Leandro Cherry Orchard in Blossom,423.50 KB,San Leandro Cherry Orchard in Blossom,,"Published in San Leandro Standard, August 13, 1914.",Mrs. Madeline (Enos) Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6913/0,,,,1914,,,01800,Vol. 45,"San Leandro Cherry Orchard in Blossom, published in San Lan Leandro Standard, August 13, 1914",,"San Leandro Cherry Orchard in Blossom, published in San Lan Leandro Standard, August 13, 1914",
00001801.pdf,Benjamin F. Mason,524.41 KB,Benjamin F. Mason,,"Published in San Leandro Standard, August 1914.",Mrs. Madeline (Enos) Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6914/0,,,,1914,,,01801,Vol. 46,"Benjamin F. Mason, published in San Leandro Standard, August 1914",,"Benjamin F. Mason, published in San Leandro Standard, August 1914",
00001802.pdf,San Leandro Standard ' Educational Excellence',424.91 KB,San Leandro Standard ' Educational Excellence',,"Promotion edition describing San Leandro schools, etc.",Mrs. Madeline (Enos) Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6915/0,,,,,,,01802,Vol. 46,San Leandro Standard ' Educational Excellence'. ,,San Leandro Standard ' Educational Excellence'. ,
00001803.pdf,"San Leandro Standard promotion edition; News, Industries",560.11 KB,"San Leandro Standard promotion edition; News, Industries",,"San Leandro Standard promotion edition; News, Industries.",Mrs. Madeline (Enos) Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6916/0,,,,,,,01803,Vol. 46,"San Leandro Standard promotion edition; News, Industries",,,
00001804.pdf,San Leandro Standard promotion edition. Continuation of article: 'Charming Cherry City.',596.02 KB,San Leandro Standard promotion edition. Continuation of article: 'Charming Cherry City.',,San Leandro Standard promotion edition. Continuation of article: 'Charming Cherry City.',Mrs. Madeline (Enos) Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6917/0,,,,,,,01804,Vol. 46,San Leandro Standard promotion edition. Continuation of article: 'Charming Cherry City.',,,
00001805.pdf,San Leandro Standard promotion edition. Adver. For banks and letter to the editor,415.31 KB,San Leandro Standard promotion edition. Adver. For banks and letter to the editor,,San Leandro Standard promotion edition. Adver. For banks and letter to the editor.,Mrs. Madeline (Enos) Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6918/0,,,,,,,01805,Vol. 46,San Leandro Standard promotion edition. Adver. For banks and letter to the editor,,,
00001806.pdf,"San Leandro promotion edition; Miscellaneous articles, photo of F. C. Talbot residence",577.56 KB,"San Leandro promotion edition; Miscellaneous articles, photo of F. C. Talbot residence",,"an Leandro promotion edition; Miscellaneous articles, photo of F. C. Talbot residence.",Mrs. Madeline (Enos) Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6919/0,,,,,,,01806,Vol. 46,"San Leandro promotion edition; Miscellaneous articles, photo of F. C. Talbot residence",,,
00001807.pdf,Residence of F. C. Talbot near San Leandro,305.49 KB,Residence of F. C. Talbot near San Leandro,,Residence of F. C. Talbot near San Leandro.,Mrs. Madeline (Enos) Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6920/0,,,,,,,01807,Vol. 46,Residence of F. C. Talbot near San Leandro,,,
00001808.pdf,Residence of C. L. Best,591.79 KB,Residence of C. L. Best,,"Published in San Leandro Standard promotion edition, August, 1914.",Mrs. Madeline (Enos) Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6921/0,,,,1914,,,01808,Vol. 46,"Residence of C. L. Best, published in San Leandro Standard promotion edition, August, 1914",,"Residence of C. L. Best, published in San Leandro Standard promotion edition, August, 1914",
00001809.pdf,"Residence of Charles H. Hale, Cashier of First National Bank of San Leandro",410.93 KB,"Residence of Charles H. Hale, Cashier of First National Bank of San Leandro",,"Residence of Charles H. Hale, Cashier of First National Bank of San Leandro.",Mrs. Madeline (Enos) Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6922/0,,,1809,1914,16E224,14,01809,Vol. 46,"Residence of Charles H. Hale, Cashier of First National Bank of San Leandro",,,
00001810.pdf,The First National Bank of San Leandro and the Bank of San Leandro,485.75 KB,The First National Bank of San Leandro and the Bank of San Leandro,,"Published in San Leandro Standard promotion edition, August 1914.",Mrs. Madeline (Enos) Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6923/0,,,,1914,,,01810,Vol. 46,"The First National Bank of San Leandro and the Bank of San Leandro. Published in San Leandro Standard promotion edition, August 1914",,"The First National Bank of San Leandro and the Bank of San Leandro. Published in San Leandro Standard promotion edition, August 1914",
00001811.pdf,The H. F. Eber Meat Company Advertisement,289.78 KB,The H. F. Eber Meat Company Advertisement,,The H. F. Eber Meat Company Advertisement.,Mrs. Madeline (Enos) Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6924/0,,,,,,,01811,Vol. 46,The H. F. Eber Meat Company Advertisement,,,
00001812.pdf,"San Leandro Boy Scouts, Published in San Leandro Standard, August 13, 1914",659.67 KB,"San Leandro Boy Scouts, Published in San Leandro Standard, August 13, 1914",,"Scoutmaster - C.E. Vandeventer; Assistant Scoutmaster - G.E. Smith. Members: Aylmer Pelton, Walter Christensen, George Lund, Henry Jones, Paul Michael, Watkins Bruner, Donald Miller, Wilhelm Schmidt, Henry Richardson, John Hanscom, Emil Cardoza, Lloyd Richards, Eddie Tenny, Benny Ravekes, Frank Bately, Milton Stoakes, Emmet Sheridan, Peter Frates, John Fields, Harold Hatherly, Douglas Toffelmier, Earl Beecher, Ray Buck, Phillip McGeough, Frank Gonsalves, Lyle Foss. Public Library Trustees donated use of room at the Library for meetings.",Mrs. Madeline (Enos) Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6925/0,,,,1914,,,01812,Vol. 46,"San Leandro Boy Scouts, Published in San Leandro Standard, August 13, 1914",,,
00001813.pdf,"J. J. Gill, President of Board of City Trustees",450.29 KB,"J. J. Gill, President of Board of City Trustees",,"J. J. Gill, President of Board of City Trustees.",Mrs. Madeline (Enos) Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6926/0,,,,,,,01813,Vol. 46,"J. J. Gill, President of Board of City Trustees",,,
00001814.pdf,"M. S. Rogers, a City Trustee",615.60 KB,"M. S. Rogers, a City Trustee",,"Published in San Leandro Standard, August 13, 1914.",Mrs. Madeline (Enos) Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6927/0,,,,1914,,,01814,Vol. 46,"M. S. Rogers, a City Trustee, Published in San Leandro Standard, August 13, 1914",,"M. S. Rogers, a City Trustee, Published in San Leandro Standard, August 13, 1914",
00001815.pdf,"H. L. Reichrath, City Trustee",597.17 KB,"H. L. Reichrath, City Trustee",,"City Trustee H.L. Reichsrath, who is unselfishly devoting much of his time to the street work of San Leandro.",Mrs. Madeline (Enos) Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6928/0,,,,,,,01815,Vol. 46,"H. L. Reichrath, City Trustee",,,
00001816.pdf,"Leo Brisacher, City Treasurer",540.81 KB,"Leo Brisacher, City Treasurer",,"Leo Brisacher, City Treasurer.",Mrs. Madeline (Enos) Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6929/0,,,,,,,01816,Vol. 46,"Leo Brisacher, City Treasurer",,,
00001817.pdf,"W. J. Gannon, City Clerk",642.30 KB,"W. J. Gannon, City Clerk",,"W. J. Gannon, City Clerk.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6930/0,,,,,,,01817,Vol. 46,"W. J. Gannon, City Clerk",,,
00001818.pdf,"A. A. Rogers, City Attorney",750.31 KB,"A. A. Rogers, City Attorney",,"Published in San Leandro Standard, August 13, 1914.",Mrs. Madeline (Enos) Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6931/0,,,,1914,,,01818,Vol. 46,"A. A. Rogers, City Attorney, Published in San Leandro Standard, August 13, 1914",,"A. A. Rogers, City Attorney, Published in San Leandro Standard, August 13, 1914",
00001819.pdf,"Budd Eber, Fire Chief",590.44 KB,"Budd Eber, Fire Chief",,"Budd Eber, Fire Chief.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6932/0,,,,,,,01819,Vol. 46,Budd Eber. Fire Chief,,Budd Eber. Fire Chief,
00001820.pdf,"Dr. Luther Michael, Health Officer",444.63 KB,"Dr. Luther Michael, Health Officer",,"Dr. Luther Michael, published in San Leandro Standard, August 13, 1914, very active member of the San Leandro Dahlia Society Member.",Mrs. Madeline (Enos) Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6933/0,,,,1914,,,01820,Vol. 46,"L. Michael, Health Officer. Published in San Leandro Standard, August 13, 1914",,"L. Michael, Health Officer. Published in San Leandro Standard, August 13, 1914",
00001821.pdf,"Joseph F. Peralta, City Marshall",485.34 KB,"Joseph F. Peralta, City Marshall",,"Joseph F. Peralta, City Marshall.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6934/0,,,,,,,01821,Vol. 46,"Joseph F. Peralta, City Marshall",,,
00001822.pdf,"Old St. Leander's Catholic Church, West Estudillo and Clarke",472.75 KB,"Old St. Leander's Catholic Church, West Estudillo and Clarke",,"Published in San Leandro Standard, August 13, 1914.",Mrs. Madeline (Enos) Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6935/0,,,,1914,,,01822,Vol. 46,"St. Leander's Catholic Church, West Estudillo and Clarke. Published in San Leandro Standard, August 13, 1914",,"St. Leander's Catholic Church, West Estudillo and Clarke. Published in San Leandro Standard, August 13, 1914",
00001823.pdf,Presbyterian Church,500.47 KB,Presbyterian Church,,"Presbyterian Church (Little Brown Church), Clarke St.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6936/0,,,,,,,01823,Vol. 46,"Presbyterian Church -(Little Brown Church), Clarke St.",,"Presbyterian Church -(Little Brown Church), Clarke St.",
00001824.pdf,"Masonic Temple, Corner of E. 14th St. and West Joaqmin",512.29 KB,"Masonic Temple, Corner of E. 14th St. and West Joaqmin",,"Published in San Leandro Standard August 13, 1914.",Mrs. Madeline (Enos) Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6937/0,,,1824,1914,10D925,10,01824,Vol. 46,"Masonic Temple, Corner of E. 14th St. and West Joaqmin. Published in San Leandro Standard August 13, 1914",,"Masonic Temple, Corner of E. 14th St. and West Joaqmin. Published in San Leandro Standard August 13, 1914",
00001825.pdf,Typical Street in Broadmoor,430.04 KB,Typical Street in Broadmoor,,Typical Street in Broadmoor.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6938/0,,,,,,,01825,Vol. 46,Typical Street in Broadmoor,,,
00001826.pdf,"Best Tractor Company, View from the air",307.98 KB,"Best Tractor Company, View from the air",,"Aerial view. Published in Hayward Journal Magazine, January 1925.",Richard Schellens,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6939/0,,,,1925,,,01826,Vol. 46,"Best Tractor Company, View from the Air. Published in Hayward Journal Magazine, January 1925",,"Best Tractor Company, View from the Air. Published in Hayward Journal Magazine, January 1925",
00001827.pdf,"New Homes Built in San Leandro by Harry Begier, January 1925",481.27 KB,"New Homes Built in San Leandro by Harry Begier, January 1925",,"New Homes Built in San Leandro by Harry Begier, January 1925.",Richard Schellens,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6940/0,,,,1925,,,01827,Vol. 46,"New Homes Built in San Leandro by Harry Begier, January 1925",,,
00001828.pdf,"Daddy Mason, who designed the Chevrolet motor in 1911",284.21 KB,"Daddy Mason, who designed the Chevrolet motor in 1911",,"Printed in Hayward Journal Magazine, January 1925.",Richard Schellens,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6941/0,,,,1925,,,01828,Vol. 46,"Daddy Mason"" printed in Hayward Journal Magazine, January 1925",,"Daddy Mason"" printed in Hayward Journal Magazine, January 1925",
